,E_Equipment Serial Number,M_Module Serial Number,E_OEM Nameplate SN,M_Module OEM Nameplate SN,P_Site Customer Legacy Code,P_Site Customer Name,P_Plant Name,P_Site Country,P_Sales Region,E_Equipment Type,M_Module Type,E_Equipment Code,M_Module Code,E_Equipment Model,M_Module Model,E_Equipment Status,M_Module Status,E_Manufacturing Location,M_Module Manufacturing Location,E_Contract Type,M_Module Contract Type,P_Plant Account Manager Fullname,P_Plant Account Manager SSO or 4-3-1,P_Country Code 2Alpha,P_Cust Parent Commercial Entity Code,P_Cust Parent Commercial Entity Name,P_Cust Global Commercial Entity Name,P_Cust Global Commercial Entity Code,P_Site Operator Address Line 1,P_Site Operator Address Line 2,P_Site Operator City,P_Site Operator Country,P_Site Operator Country Iso Code,P_Site Operator Country Iso Name,P_Site Operator Postal Code,P_Site Operator State,P_Site Owner Country,P_Site Owner Country Iso Code,P_Site Owner Country Iso Name,P_Cust Parent HQ Adr Line 1,P_Cust Parent HQ Adr Line 2,P_Cust Parent HQ City,P_Cust Parent HQ Country,P_Cust Parent HQ Legacy Code,P_Cust Parent HQ Party Name,P_Cust Parent HQ State,P_Cust Parent HQ Zip Code,P_Cust Site Trade Style Name,P_GE Industry,P_Gps Coordinates Verified,P_Merged To Plant Sys Id,P_Network Name,P_Network Type,P_Site Operator Legacy Code,P_Site Operator Name,P_Site Owner Legacy Code,P_Site Owner Name,P_Plant Address Verified,P_Plant Latitude,P_Plant Longitude,P_Plant Record Status,P_Plant Status,P_Plant Sys Id,P_Sanctioned Country,P_Site Address Line 1,P_Site Address Line 2,P_Site City,P_Site Country ISO Name,P_Site Postal Code,P_Site State,P_Watchlist Flag,P_PLANT Parent Sys Id,B_Block Sys Id,B_Block Name,B_Block Status,B_Block Parent Sys Id,B_Block Record Status,B_Merged To Block Sys Id,B_Block Type,T_Compr Sour Service,T_Location,T_Merged To Train Sys Id,T_Train Commissioning Date,T_Train Name,T_Train Parent Sys Id,T_Train Record Status,T_Train Service Type,T_Train Status,T_Train Sys Id,E_Account Manager Fullname,E_Account Manager SSO or 4-3-1,E_Agreement ID,E_Agreement Name,E_Altitude,E_Anti Ice Sys,E_Combustion System,E_Compr Cylinder Lube,E_Compr Cylinder Valve,E_Compr Impeller/Cylinder Number,E_Compr Impeller Size,E_Compr Phase Num,E_Compr Pressure Class,E_Compr Process Gas,E_Compr Sealing,E_Control Curve Doc Code,E_Control Curve Type,E_Control OEM,E_Control System,E_Control Type,E_Cooling System,E_Contract Job Number,E_Contract End Date,E_Contract Start Date,E_Design Humidity,E_Driver/Driven Equipment,E_DS Exception,E_Design Ambient Temp,E_Duty Cycle,E_Environment,E_Equipment Class,E_Expected COD,E_Actual COD,E_Install Start Date,E_Equipment Latitude,E_Equipment Longitude,E_Equipment Name,E_Equipment Parent Sys Id,E_Equipment Record Status,E_Equipment Sys Id,E_Excitation System,E_Exciter Config,E_Exciter Model,E_Exciter OEM,E_Exciter Type,E_Expected Retirement Year,E_Extendor Kit Installed,E_Ibh Installed,E_Ibh System Inlet Exhaust,E_Igv,E_Inlet Filter,E_Inlet Pres Drop,E_Machine Mgt Sys,E_Main Warranty Active,E_Main Warranty End Date,E_Main Warranty Pm Fullname,E_Main Warranty PM SSO or  4-3-1,E_Main Warranty Project,E_Main Warranty Start Date,E_Manufacturer Group,E_Master Job,E_Max Ambient Temp,E_Merged To Equipment Sys Id,E_Min Ambient Temp,E_Equipment Job Number
423,G06917,,G06917,,CAT777108,THE EGYPTIAN OPERATING COMPANY FOR NATURAL GAS LIQ,IDKU LNG,EGYPT,MENAT,HD Gas Turbine,,52D-PWC,,MS5002D-PWC,,Storage,,"Florence, Italy",,CSA,,,,EG,CE0061621,THE EGYPTIAN OPERATING COMPANY FOR NATURAL GAS,SHELL,CE0001041,2 PORT SAID STREET,PO BOX 1117,CAIRO,EGYPT,EG,Egypt,,,EGYPT,EG,Egypt,2 PORT SAID STREET,PO BOX 1117,CAIRO,EGYPT,360305705,THE EGYPTIAN OPERATING COMPANY FOR NATURAL GAS LIQ,,,IDKU LNG,,Y,,,,360305705,THE EGYPTIAN OPERATING COMPANY FOR NATURAL GAS LIQ,360305705,THE EGYPTIAN OPERATING COMPANY FOR NATURAL GAS LIQ,Y,31.348194,30.322044,Active,InService,PLA00447021,N,ALEXANDRIA-IDKU COASTAL ROAD,IDKU,IDKU,Egypt,,BEHEIRA,N,MPCCE0001041,,,,,,,,,,,2005-07-11,IDKU LNG-GT-SPARE,PLA00447021,Active,Simple Cycle,Inactive,UNI264801,"Corsaro, Massimo",105710947,AGR88,Egyptian LNG,,N,Lean Head End,,,,,,,,,,,GE,Mark VI,TMR,,"2854186,285X116",2025-07-20,2005-07-20,,Compressor,,,Continuous - Greater than 6000 hrs/yr,Marine (salty),FR-5,,2005-07-11,,31.349167,30.319444,IDKU LNG-GT-SPARE-GT,UNI264801,Active,SY0511343,,,,,,,,N,,,PulseJet,,,N,2007-04-19,"Baronti, Roberto",105027817.0,1625807.0,2005-10-20,BAKER HUGHES,,,,,1605807
424,821810,,G08496,,CAT135603,CHENIERE ENERGY INCORPORATED,CHENIERE SABINE PASS LNG,UNITED STATES,North America,AD Gas Turbine,,PGT25+G4,,HA-MD,,InService,,"Florence, Italy",,CSA,,,,US,CE0015697,CHENIERE ENERGY,CHENIERE ENERGY,CE0015697,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,008601684,"CHENIERE ENERGY, INC.",TX,77002-2835,CHENIERE SABINE PASS LNG,Natural gas,Y,,,,008601684,"CHENIERE ENERGY, INC.",008601684,"CHENIERE ENERGY, INC.",Y,29.74891,-93.86741,Active,InService,PLA00237040,N,9243 GULF BEACH HWY,,CAMERON,United States of America,70631-0000,LA,N,MPCCE0015697,BLC330510,CHENIERE SABINE PASS LNG TR2,InService,PLA00237040,Active,,,,Onshore,,2016-09-16,CHENIERE SABINE PASS LNG TR2 ME1 - 12TC-1611,BLC330510,Active,Methane Refrigerant (LNG),InService,UNI257141,"Rigaglia, Pierangelo",105046212,AGR334,Cheniere Sabine Pass,,Y,Singular Annular Combustor (SAC),,,,,,,,,,,GE,Mark VIe,Dual,,"239X002,2854400,2854401,285X029,239X007,2854458,2854501,2854459,2392373,2392374,2392388,2392389,2392270",2039-12-17,2015-01-01,100.0,Compressor,,42.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500+G4,,2016-09-16,,29.74891,-93.8674,CHENIERE SABINE PASS LNG TR2 ME1 - 12TC-1611/GT,UNI257141,Active,SY0511249,,,,,,,,,,Variable,Multistage 4 + HE,,,N,2018-03-14,,,1629128.0,2016-09-15,BAKER HUGHES,,42.0,,-5.0,1609128
425,822370,,7258217,,CAT814199,MODEC SERVIÇOS DE PETRÓLEO DO BRASIL LTDA.,MV29 - CIDADE DE CAMPOS DOS GOYTACAZES,BRAZIL,Latin America,AD Gas Turbine,,LM25C+G4,,RC-MD,,InService,,GE Aero Energy Products,,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0001245,MITSUI ENGINEERING AND SHIPBUILDING,MITSUI ENGINEERING AND SHIPBUILDING,CE0001245,Rua Lady Esteves Da Conceicao,770Novo CavaleirosLote 21 Quadra Y,MACAE,BRAZIL,BR,Brazil,27933-420,RJ,BRAZIL,BR,Brazil,Rua Lady Esteves Da Conceicao,770Novo CavaleirosLote 21 Quadra Y,MACAE,BRAZIL,908751365,MODEC SERVIÇOS DE PETRÓLEO DO BRASIL LTDA.,RJ,27933-420,,,Y,,,,908751365,MODEC SERVIÇOS DE PETRÓLEO DO BRASIL LTDA.,908751365,MODEC SERVIÇOS DE PETRÓLEO DO BRASIL LTDA.,Y,-25.077,-43.0262,Active,InService,PLA00243189,N,Tartaruga Verde And Tartaruga Mestia Fields In The Campos Basin,125 Km From Maca,TERRITORIAL WATERS,,00000-000,RJ,N,MPCCE0001245,,,,,,,,,Offshore - FPSO,,2016-11-03,MV29 - CIDADE DE CAMPOS DOS GOYTACAZES-GT-MV29-GTA,PLA00243189,Active,Cogeneration,InService,UNI263595,"Oliveira Filho, Jorge",210030578,AGR440,Modec,,,Singular Annular Combustor (SAC),,,,,,,,,,,oOEM,Woodward Micronet+,,,"2392148,239X025,2854490,2854491,ON SHORE,EW MODEC Onshore,285X165",2038-06-30,2016-07-01,,Generator,,,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500+G4,,2016-11-12,,-23.043,-40.7652,MV29 - CIDADE DE CAMPOS DOS GOYTACAZES-GT-MV29-GTA-GT,UNI263595,Active,SY0511147,,,,,,,,,,Variable,,,,N,2019-12-31,,,1423232.0,2015-12-31,GE,,,,,
426,821198,,G08260,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,AD Gas Turbine,,PGT25+G4,,HB-MGD,,InService,,"Florence, Italy",,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331023,QUEENSLAND CURTIS LNG BLC 2,InService,PLA00235031,Active,,,,Onshore,,2015-07-22,QUEENSLAND CURTIS LNG-GT-2TC-1611,BLC331023,Active,Simple Cycle,InService,UNI253912,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,75.0,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,GE,Mark VIe,Dual,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,100.0,Compressor,,41.0,Continuous - Greater than 6000 hrs/yr,"Tropical (damp, hot)",LM2500+G4,,2015-07-22,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-2TC-1611-GT,UNI253912,Active,SY0511123,,,,,,,,,,Variable,,,,N,2017-05-25,,,1629051.0,2015-11-25,BAKER HUGHES,1609041.0,41.0,,4.0,1609051
427,G06957,,G06957,,CAT806533,SAKHALIN ENERGY INVEST CO LTD,SAKHALIN ISLAND,RUSSIAN FEDERATION,Russia & CIS,HD Gas Turbine,,51PA,,MS5001PA,,InService,,"Florence, Italy",,CSA,,,,RU,CE0001137,GAZPROM,GAZPROM,CE0001137,35 DZERZHINSKOGO UL.,,YUZHNOSAKHALINSK,RUSSIAN FEDERATION,RU,Russian Federation,693020,,RUSSIAN FEDERATION,RU,Russian Federation,35 DZERZHINSKOGO STREET,,YUZHNOSAKHALINSK,RUSSIAN FEDERATION,CAT354651,SAKHALIN ENERGY INVEST CO LTD,,693000,,,Y,,,,365984850,SAKHALIN ENERGY INVESTMENT COMPANY LTD. BRANCH,365984850,SAKHALIN ENERGY INVESTMENT COMPANY LTD. BRANCH,Y,46.628961,142.911077,Active,InService,PLA00233393,N,"9 KM E OF KORSAKOV, SAKHALIN II LNG PLANT",,KORSAKOV,Russian Federation,694011,SAKHALIN OBLAST,N,MPCCE0001137,,,,,,,,,,,2008-02-09,SAKHALIN ISLAND-GT-GT4002,PLA00233393,Active,Simple Cycle,InService,UNI252126,"Yakhontov, Yaroslav",212396009,AGR275,Sakhalin II,,N,DRY LOW NOX 1,,,,,,,,,,,GE,Mark VI,TMR,,"2854311,2854319,285X043,285X053,Sakhalin On shore - new DT,Sakhalin On shore - DT Jan 2022",2033-09-01,2013-01-01,,Generator,,,,Marine (salty),FR-5,,2008-02-09,,46.628987,142.910063,SAKHALIN ISLAND-GT-GT4002-GT,UNI252126,Active,SY0511089,,,,,,,,Y,,,PulseJet,,SYSTEM 1,N,2009-02-08,"Gramegna, Luca",105030490.0,1725556.0,2008-02-09,BAKER HUGHES,,,,,1705556
428,808968,,260317-1,,CAT356608,"DCP OPERATING COMPANY, LP",GOLDSMITH,UNITED STATES,North America,AD Gas Turbine,,LM25C,,PE-MGW,,InService,,GE Aero Energy Products,,CSA,,,,US,CE0001793,DCP MIDSTREAM,DCP MIDSTREAM,CE0001793,370 17th St Ste 2500.,,DENVER,UNITED STATES,US,United States of America,80202-5604,COLORADO,UNITED STATES,US,United States of America,370 17TH ST STE 2500,,DENVER,UNITED STATES,003048753,"DCP MIDSTREAM, LP",COLORADO,80202-5604,,"Mining, minerals & metals",Y,,,,007118276,DCP MIDSTREAM LLC,007118276,DCP MIDSTREAM LLC,Y,31.97994,-102.635,Active,InService,PLA00446583,N,PO BOX 982265,,EL PASO,United States of America,79998-2265,TX,N,MPCCE0001793,,,,,,,,,Onshore,,1995-02-03,GOLDSMITH GT A,PLA00446583,Active,Simple Cycle,InService,UNI257587,"Hadden, Thomas",204030141,AGR396,DCP Midstream,,,Singular Annular Combustor (SAC),,,,,,,,,,,oOEM,Conmec/Allen-Bradley PLC,,,"2392129,2854498,2854499,239X023",2025-11-25,2000-03-01,,Compressor,,,Continuous - Greater than 6000 hrs/yr,"Desertic (dry, hot, dust)",LM2500,,1995-02-03,,31.97994,-102.635,GOLDSMITH-GT-A-GT,UNI257587,Active,SY0511046,,,,,,,,,,Variable,,,,,,,,,,GE,,,,,260317-1
429,G07783,,G07783,,CAT777024,BELAYIM PETROLEUM COMPANY,BELAYIM PETROLEUM COMPANY,EGYPT,MENAT,HD Gas Turbine,,GE10/1,,GE10/1,,InService,,"Florence, Italy",,CSA,,,,EG,CE0011841,BELAYIM PETROLEUM,ENI,CE0001437,2 GHARB EL ESTAD STREET,,NASR CITY CAIRO,EGYPT,EG,Egypt,,,EGYPT,EG,Egypt,2 GHARB EL ESTAD STREET,,NASR CITY CAIRO,EGYPT,CAT700004,BELAYIM PETROLEUM COMPANY,,,EL GAMIL,,Y,,,,CAT700004,BELAYIM PETROLEUM COMPANY,CAT700004,BELAYIM PETROLEUM COMPANY,Y,31.306128,32.154837,Active,InService,PLA00447014,N,INTERNATIONAL COASTAL ROAD,,NASR CITY,Egypt,,CAIRO,N,MPCCE0001437,,,,,,,,,,,2009-05-06,BELAYIM PETROLEUM-GT-470GT-101,PLA00447014,Active,Simple Cycle,InService,UNI276185,"Corsaro, Massimo",105710947,AGR9,Petrobel,,N,K-ONE - Variable Geometry,,,,,,,,,SOM65961,,GE,Mark VI,Simplex,,"285X151,2858197,2854548,2858230,2854606,285X009",2023-07-29,2005-09-15,,Generator,,,Continuous - Greater than 6000 hrs/yr,"Desertic (dry, hot, dust)",SMALL FRAMES,,2009-05-06,,31.306128,32.154837,BELAYIM PETROLEUM-GT-470GT-101-GT,UNI276185,Active,SY0510908,,,,,,,N,,,,PulseJet,,,N,2010-01-11,"Orsoli, Leonardo",105707343.0,1724716.0,2009-05-06,BAKER HUGHES,,,,,1704716
430,822080,,G08778,,CAT135603,CHENIERE ENERGY INCORPORATED,CHENIERE SABINE PASS LNG,UNITED STATES,North America,AD Gas Turbine,,PGT25+G4,,HA-MGW,,InService,,"Florence, Italy",,CSA,,,,US,CE0015697,CHENIERE ENERGY,CHENIERE ENERGY,CE0015697,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,008601684,"CHENIERE ENERGY, INC.",TX,77002-2835,CHENIERE SABINE PASS LNG,Natural gas,Y,,,,008601684,"CHENIERE ENERGY, INC.",008601684,"CHENIERE ENERGY, INC.",Y,29.74891,-93.86741,Active,InService,PLA00237040,N,9243 GULF BEACH HWY,,CAMERON,United States of America,70631-0000,LA,N,MPCCE0015697,BLC330512,CHENIERE SABINE PASS LNG TR4,InService,PLA00237040,Active,,,,Onshore,,2017-10-09,CHENIERE SABINE PASS LNG TR4 PR1 - 24TC-1411,BLC330512,Active,Propane Refrigerant (LNG),InService,UNI272648,"Rigaglia, Pierangelo",105046212,AGR334,Cheniere Sabine Pass,,Y,Singular Annular Combustor (SAC),,,,,,,,,,,GE,Mark VIe,Dual,,"239X002,2854400,2854401,285X029,239X007,2854458,2854501,2854459,2392373,2392374,2392388,2392389,2392270",2039-12-17,2015-01-01,100.0,Compressor,,42.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500+G4,,2017-10-09,,29.74891,-93.8674,CHENIERE SABINE PASS LNG TR4 PR1 - 24TC-1411/GT,UNI272648,Active,SY0510874,,,,,,,,,,Variable,Multistage 4 + HE,,,N,2019-04-08,,,1629181.0,2017-10-09,BAKER HUGHES,,42.0,,-5.0,1609181
431,821171,,G08777,,CAT135603,CHENIERE ENERGY INCORPORATED,CHENIERE SABINE PASS LNG,UNITED STATES,North America,AD Gas Turbine,,PGT25+G4,,HA-N,,InService,,"Florence, Italy",,CSA,,,,US,CE0015697,CHENIERE ENERGY,CHENIERE ENERGY,CE0015697,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,US,United States of America,77002-2835,TX,UNITED STATES,US,United States of America,700 MILAM ST STE 800,,HOUSTON,UNITED STATES,008601684,"CHENIERE ENERGY, INC.",TX,77002-2835,CHENIERE SABINE PASS LNG,Natural gas,Y,,,,008601684,"CHENIERE ENERGY, INC.",008601684,"CHENIERE ENERGY, INC.",Y,29.74891,-93.86741,Active,InService,PLA00237040,N,9243 GULF BEACH HWY,,CAMERON,United States of America,70631-0000,LA,N,MPCCE0015697,BLC330511,CHENIERE SABINE PASS LNG TR3,InService,PLA00237040,Active,,,,Onshore,,2017-03-28,CHENIERE SABINE PASS LNG TR3 PR2 - 23TC-1421,BLC330511,Active,Propane Refrigerant (LNG),InService,UNI254935,"Rigaglia, Pierangelo",105046212,AGR334,Cheniere Sabine Pass,,Y,Singular Annular Combustor (SAC),,,,,,,,,,,GE,Mark VIe,Dual,,"239X002,2854400,2854401,285X029,239X007,2854458,2854501,2854459,2392373,2392374,2392388,2392389,2392270",2039-12-17,2015-01-01,100.0,Compressor,,42.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500+G4,,2017-03-28,,29.74891,-93.8674,CHENIERE SABINE PASS LNG TR3 PR2 - 23TC-1421/GT,UNI254935,Active,SY0510856,,,,,,,,,,Variable,Multistage 4 + HE,,,N,2018-09-27,"Danial, Cristina G",209005150.0,1629176.0,2017-03-28,BAKER HUGHES,,42.0,,-5.0,1609176
432,850084,,G07768,,CAT803981,QATARGAS OPERATING COMPANY LIMITED,QATARGAS 3,QATAR,MENAT,HD Gas Turbine,,61B,,PG6581B,,InService,,"Florence, Italy",,CSA,,,,QA,CE0050508,QATARGAS OPERATING (JV),QATARENERGY,CE0001059,Qatar Navigation Tower Qnt,"Umer Al Mukhtar Street, Al-Maysaloun RoadP.O. Box 3212",DOHA,QATAR,QA,Qatar,3212,DOHA,QATAR,QA,Qatar,"Building 6, Al Azizia",Salwa Road,DOHA,QATAR,CAT294383,QATAR GAS GROUP,,,QATARGAS 3,,Y,,,,644929481,QATARENERGY,644929481,QATARENERGY,Y,25.901212,51.555787,Active,InService,PLA00237335,N,Qatargas Road,,RAS LAFFAN INDUSTRIAL CITY,Qatar,,KH,N,MPCCE0001059,BLC125763,QATARGAS 3-BLC-1,InService,PLA00237335,Active,,,,,,2011-02-01,QATARGAS 3-GT-59GT9154,BLC125763,Active,Simple Cycle,InService,UNI268301,"Ben Ahmad, Layan",212451389,AGR95,Qatargas LNG,,N,DRY LOW NOX 1,,,,,,,,,,,GE,Mark VI,TMR,,"285X019,285X047,285X048,2856404,2856403,2856409",2028-03-01,2005-02-01,,Generator,,,Continuous - Greater than 6000 hrs/yr,Marine (salty),FR-6,,2011-02-01,,25.908799,51.568623,QATARGAS 3-GT-59GT9154-GT,UNI268301,Active,SY0510845,,,,,,,N,N,,,PulseJet,,SYSTEM 1,N,2009-11-10,"Giusti, Christian",105711467.0,1725843.0,2007-05-13,BAKER HUGHES,1609469.0,,,,1705843
433,G08142,,G08142,,CAT726298,"DONGGI SENORO LNG, PT",DONGGI,INDONESIA,Asia Pacific,HD Gas Turbine,,52D,,MS5002D,,InService,,"Florence, Italy",,CSA,,,,ID,CE0001221,MITSUBISHI,MITSUBISHI,CE0001221,"2-3-1, MARUNOUCHI",MITSUBISHI SHOJI BLDG.,CHIYODA-KU,JAPAN,JP,Japan,100-8086,TOKYO,JAPAN,JP,Japan,"2-3-1, MARUNOUCHI",MITSUBISHI SHOJI BLDG.,CHIYODA-KU,JAPAN,690546460,MITSUBISHI CORPORATION,TOKYO,100-8086,DONGGI LNG,Natural gas,Y,,,,690546460,MITSUBISHI CORPORATION,690546460,MITSUBISHI CORPORATION,Y,-1.252126,122.587666,Active,InService,PLA00026081,N,"USO VILLAGE, BATUI",,BANGGAI,,94762,SULAWESI TENGAH,N,MPCCE0001221,,,,,,,,,,,2015-08-02,DONGGI SENORO LNG-GT-051-CG-1001,PLA00026081,Active,Simple Cycle,InService,UNI258923,"Filipello, Stefano",212327364,AGR313,Donggi Senoro LNG,,N,Lean Head End,,,,,,,,,,,GE,Mark VIe,TMR,,"2854413,285X127,285X058,2856307,169269",2033-02-08,2014-11-01,90.0,Compressor,,33.0,Continuous - Greater than 6000 hrs/yr,"Tropical (damp, hot)",FR-5,,2015-08-02,,-1.252126,122.587666,DONGGI SENORO LNG-GT-051-CG-1001-GT,UNI258923,Active,SY0510828,,,,,,,,,,,Multistage 2 - HE,,,N,2016-11-12,"Purswani, Vishal",300008980.0,1625988.0,2015-08-02,BAKER HUGHES,,33.0,,20.0,1605988
434,820115,,G07823,,CAT272714,PIPELINE INFRASTRUCTURE LIMITED,CS03,INDIA,MENAT,AD Gas Turbine,,PGT25+,,GY-MGD,,Inactive,,"Florence, Italy",,CSA,,,,IN,CE0103700,PIPELINE INFRASTRUCTURE,PIPELINE INFRASTRUCTURE,CE0103700,"MAKER CHAMBERS IV, 3RD FLOOR",222 NARIMAN POINT,MUMBAI,INDIA,IN,India,400021,MAHARASHTRA,INDIA,IN,India,Ap Kakinada To Yanam Road,"compressor Station No 1GADIMOGA VILLAGE  , TALLERU MANDALTALUK :KAKINADA",EAST GODAVARI,INDIA,CAT272712,PIPELINE INFRASTRUCTURE LIMITED,ANDHRA PRADESH,533463,NO DATA,,N,,,,862257904,RELIANCE INDUSTRIES LIMITED,862257904,RELIANCE INDUSTRIES LIMITED,N,17.156944,79.759167,Active,InService,PLA00233105,N,EWPL- CH : 298.000,"RELIANCE COMPRESSOR STN NO - 3NAMAVARAM VILLAGE, MOTHEY MANDAL",NALAGONDA,India,508213,TELANGANA,N,MPCCE0103700,,,,,,,,,Onshore,,2009-06-30,CS03-GT-CS03-C,PLA00233105,Active,Simple Cycle,Inactive,UNI277280,"Sharma, Mukesh",105041193,AGR109,Reliance Pipeline,,N,DRY LOW EMISSIONS (DLE),,,,,,,,,SOM65961,,GE,Mark VI,Simplex,,"2858194,2858192,2854555,175678,2400200",2022-09-27,2008-09-27,,Compressor,,,Continuous - Greater than 6000 hrs/yr,"Tropical (damp, hot)",LM2500+,,2009-06-30,,17.156944,79.759167,CS03-GT-CS03-C-GT,UNI277280,Active,SY0510756,,,,,,,,,,Variable,PulseJet,,SYSTEM 1,N,2010-05-20,"Funaioli, Dimitri",105034587.0,1628919.0,2009-06-30,BAKER HUGHES,,,,,1608919
435,809635,,G06493,,CAT089716,MALAYSIA LNG SDN BHD,TIGA,MALAYSIA,Asia Pacific,HD Gas Turbine,,51PA,,PG5371PA,,InService,,"Florence, Italy",,CSA,,,,MY,CE0001550,PETRONAS,PETRONAS,CE0001550,ARAS 3 BLOCK B8 BAHAGIAN INNOVASI & PENGURUSAN SUMBER MANUSIA,KOMPLEKS JABATAN PERDANA MENTERI,PUTRAJAYA,MALAYSIA,MY,Malaysia,62502,WILAYAH PERSEKUTUAN PUTRAJAYA,MALAYSIA,MY,Malaysia,PETRONAS LNG COMPLEX,JALAN TANJUNG KIDURONG,BINTULU,MALAYSIA,652014622,MALAYSIA LNG SDN. BHD.,SARAWAK,97007,,,Y,,,,659351720,GOVERNMENT OF MALAYSIA,659351720,GOVERNMENT OF MALAYSIA,Y,3.283798,113.081066,Active,InService,PLA00233013,N,TIGA GAS STATION,JLN TANJONG KIDURONGPO BOX 89,BINTULU,Malaysia,97007,SARAWAK,N,MPCCE0001550,,,,,,,,,,,2002-10-01,TIGA-GT-GTG-94010,PLA00233013,Active,Simple Cycle,InService,UNI257714,"Goh, Joo Hua",300004213,AGR637,MLNG Renewal,,N,DRY LOW NOX 1,,,,,,,,,377A4828,,GE,Mark Ve,TMR,,"2858218,285X174,2858219,239X036,XM00002,2400199",2030-07-31,2021-02-01,,Generator,,,Mid Merit 1500-6000 hrs/yr with weekly starts,"Tropical (damp, hot)",FR-5,,2002-10-01,,3.281614,113.082876,TIGA-GT-GTG-94010-GT,UNI257714,Active,SY0510638,,,,,,,,N,,,PulseJet,,,N,,,,,,BAKER HUGHES,,,,,1705512
436,821400,,G08607,,CAT817370,EXXONMOBIL CANADA LTD,HEBRON PLATFORM,CANADA,North America,AD Gas Turbine,,PGT25+PIP,,GV-MD,,InService,,"Florence, Italy",,CSA,,,,CA,CE0001023,EXXONMOBIL,EXXONMOBIL,CE0001023,237 4 AVE SW,,CALGARY,CANADA,CA,Canada,T2P 4K3,AB,CANADA,CA,Canada,237 4 AVE SW,,CALGARY,CANADA,200770873,EXXONMOBIL CANADA LTD,AB,T2P 4K3,,,N,,,,200770873,EXXONMOBIL CANADA LTD,200770873,EXXONMOBIL CANADA LTD,Y,47.61825,-52.72585,Active,InService,PLA00235219,N,"HEBRON OILFIELD, OFFSHORE NL IN THE JEANNE D'ARC BASIN, 350KM SE OF ST. JOHN'S",,TERRITORIAL WATERS,Canada,X0X 0X0,NL,N,MPCCE0001023,,,,,,,,,Offshore - Platform,,2017-06-30,HEBRON PLATFORM-GT-V833200 A,PLA00235219,Active,Simple Cycle,InService,UNI262886,"Moros, Scott",morosco,AGR308,XOM Hebron,,Y,Singular Annular Combustor (SAC),,,,,,,,,,,GE,Mark VIe,Dual,,"2851047,2851048,2851049,285X002,285X119,GEIICAD_Hebron_2019,239X030",2044-04-10,2017-01-01,100.0,Generator,,24.0,Continuous - Greater than 6000 hrs/yr,Marine (salty),LM2500+,,2017-06-30,,47.61825,-52.7259,HEBRON PLATFORM-GT-V833200 A-GT,UNI262886,Active,SY0510576,,,,,,,,,,Variable,Multistage 3 - HE,,,N,2015-12-21,"Marucci, Stefano",105711212.0,1727077.0,2013-12-21,BAKER HUGHES,1707077.0,24.0,,-17.0,1707077
